_id,locationLongitude,locationCountry,merchantCategoryCode,description,type,merchantName,currencyAmount,locationRegion,source,locationCity,originationDateTime,locationPostalCode,customerId,merchantId,locationLatitude,id,locationStreet,accountId,categoryTags
ObjectId("5db4f9f8bf2b03355cd0cf62"),-79.368778147,CA,5814,TIM HORTONS #998 _F,CreditCardTransaction,Tim Hortons,4.49,ON,POS,Toronto,2019-05-15T11:47:00Z,M4X 1P7,5541df6e-8468-4a70-ac98-ddc17773e1c3,ff89d78a-6fad-47da-a9e4-920fe89d332c,43.667012817,5541df6e-0ca241ed-cfdf-433d-89e8-b708d287fc67,581 Parliament St,9106ae87-2441-4895-b8db-e1b574b83db3,"["Food and Dining"]"
ObjectId("5db4f9f8bf2b03355cd0cf6a"),-79.3685232656,CA,5814,STARBUCKS #4831,CreditCardTransaction,Starbucks,4.72,ON,POS,Toronto,2019-09-14T17:09:00Z,M4X 1P2,5541df6e-8468-4a70-ac98-ddc17773e1c3,cd4d768f-531d-4bdc-8030-20eab8f46b37,43.6649070157,5541df6e-13442f84-5c08-41d0-b34e-92736fc2ac5e,492 Parliament St,9106ae87-2441-4895-b8db-e1b574b83db3,"["Food and Dining"]"
ObjectId("5db4f9f8bf2b03355cd0cf75"),-79.3688262508,CA,5921,LCBO #12,CreditCardTransaction,LCBO,33.66,ON,POS,Toronto,2019-09-27T12:56:00Z,M4X 1P4,5541df6e-8468-4a70-ac98-ddc17773e1c3,1d67e09f-e63b-433e-98e1-687addacc89d,43.6655364144,5541df6e-17cae6be-32f2-4b9f-8ab5-fd233ddea2da,512 Parliament St,9106ae87-2441-4895-b8db-e1b574b83db3,"["Food and Dining"]"
ObjectId("5db4f9f8bf2b03355cd0cfcc"),-79.3840353784,CA,5651,WINNERS 991,CreditCardTransaction,Winners,112.83,ON,POS,Toronto,2019-06-19T09:34:00Z,M5B 2H4,5541df6e-8468-4a70-ac98-ddc17773e1c3,7af772a5-3d43-4e81-8670-1c45acf6342e,43.6606164951,5541df6e-57b5add3-306d-41f7-9158-f1b32e5736b1,444 Yonge St,9106ae87-2441-4895-b8db-e1b574b83db3,"["Shopping"]"
ObjectId("5db4f9f8bf2b03355cd0d049"),-79.376289746,CA,5812,HARVEYS 0008999 QPS,CreditCardTransaction,Harvey's,131.46,ON,POS,Toronto,2019-10-22T12:54:00Z,M5B 2C5,5541df6e-8468-4a70-ac98-ddc17773e1c3,27041ea6-7d98-45fa-9ce0-772336980cc5,43.660510098,5541df6e-a75eb726-9f8e-4fa0-b3d7-20bfbeae4922,278 Jarvis St,9106ae87-2441-4895-b8db-e1b574b83db3,"["Food and Dining"]"
ObjectId("5db4f9f8bf2b03355cd0d04e"),-79.3723191457,CA,5541,PETROCAN #39865,CreditCardTransaction,Petro-Canada,35.04,ON,POS,Toronto,2019-09-16T19:11:00Z,M4G 3A1,5541df6e-8468-4a70-ac98-ddc17773e1c3,a89a0b8c-bfd3-40cf-afe9-4a50236f8491,43.6970170576,5541df6e-a87563af-6a40-495a-9a8a-7b385c46a9eb,1232 Bayview Ave,9106ae87-2441-4895-b8db-e1b574b83db3,"["Auto and Transport"]"
ObjectId("5db4f9f9bf2b03355cd0d223"),-79.4523731421,CA,5814,MCDONALD'S #40448 QPS,CreditCardTransaction,McDonald's,4.58,ON,POS,North York,2019-08-10T08:33:00Z,M6B 3R9,39405921-6d10-4e70-b4bb-b69c984de6e1,6a5d7e29-7e20-4079-91e3-a64f421e099c,43.7046896317,39405921-05ff6313-47df-433f-a3e2-c013a462912d,2781 Dufferin St,5770d7ab-ea5e-46fa-b17a-12ef7cc8eee5,"["Food and Dining"]"
ObjectId("5db4f9f9bf2b03355cd0d22c"),-79.4539929479,CA,5814,TIM HORTONS #749 _F,CreditCardTransaction,Tim Hortons,4.43,ON,POS,York,2019-07-05T08:36:00Z,M6B 4J3,39405921-6d10-4e70-b4bb-b69c984de6e1,00678247-1d3f-477d-9ced-18e2a343a709,43.7017135044,39405921-0f5df9ab-1f31-4ed3-ba36-60e7a95cf6e6,2700 Dufferin St,5770d7ab-ea5e-46fa-b17a-12ef7cc8eee5,"["Food and Dining"]"
ObjectId("5db4f9fabf2b03355cd0d370"),-79.3585576406,CA,5814,MCDONALD'S #29047 QPS,CreditCardTransaction,McDonald's,4.33,ON,POS,Toronto,2019-09-28T09:08:00Z,M4K 1N2,2bbd235c-a090-4289-93db-b3a8ca7b2cf2,6d0575a5-33f9-415c-ad96-0e1484e1e0f6,43.6764757632,2bbd235c-007e61a6-1943-4a60-987e-a0e62593dea7,98 Danforth Ave,8f622444-4307-4c5a-9e8b-3f1ec4f59f70,"["Food and Dining"]"
ObjectId("5db4f9fabf2b03355cd0d383"),-79.3583968751,CA,5814,STARBUCKS #23247,CreditCardTransaction,Starbucks,4.46,ON,POS,Toronto,2019-08-02T10:00:00Z,M4K 1N1,2bbd235c-a090-4289-93db-b3a8ca7b2cf2,d7507952-73fd-48cf-bad1-216c3d901c6c,43.6765556365,2bbd235c-1a0e2ec5-82d4-4507-8e98-a7eabf710006,106 Danforth Ave,8f622444-4307-4c5a-9e8b-3f1ec4f59f70,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d4c0"),-79.4329731297,CA,5814,STARBUCKS #15977,CreditCardTransaction,Starbucks,4.38,ON,POS,North York,2019-10-12T07:24:00Z,M6A 2E6,a5c28853-27e4-4ad6-8d54-44247c956ce9,8efa89c2-bc16-4259-bc26-4dbdea150e27,43.7340883507,a5c28853-054e0ee5-60d0-45ce-8b04-17266e74a973,3671 Bathurst St,a8053d67-ae67-4a0c-acfe-76810ffff9a4,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d57e"),-79.3983223997,CA,5814,STARBUCKS #22369,CreditCardTransaction,Starbucks,4.45,ON,POS,Toronto,2019-06-26T09:41:00Z,M4V 1N7,62b1d195-9d85-4ea1-9817-e56eab758e3f,cf844aae-8814-4844-8c62-4533eaf57f9f,43.6867708585,62b1d195-00b5aacc-e068-4e7c-b10b-8c8da20e7bdd,95 St Clair Ave W,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d580"),-79.399511092,CA,5814,STARBUCKS #27009,CreditCardTransaction,Starbucks,4.48,ON,POS,Toronto,2019-06-22T07:41:00Z,M4V 1N5,62b1d195-9d85-4ea1-9817-e56eab758e3f,0a2204a1-1d0f-4cd0-8d25-1d17256494f6,43.686650861,62b1d195-01812b77-b1ec-4513-8617-2ab06761cf9c,111 St Clair Ave W,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d581"),-79.399511092,CA,5921,LCBO #651,CreditCardTransaction,LCBO,32.54,ON,POS,Toronto,2019-05-23T17:17:00Z,M4V 1N5,62b1d195-9d85-4ea1-9817-e56eab758e3f,82946494-85cd-4f21-b915-36bf65d989fe,43.686650861,62b1d195-018a618d-1046-4eac-b120-8ef4457e5bfc,111 St Clair Ave W,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d582"),-79.3951301472,CA,5812,SWISS CHALET 4948,CreditCardTransaction,Swiss Chalet,97.24,ON,POS,Toronto,2019-04-25T16:59:00Z,M4T 2S9,62b1d195-9d85-4ea1-9817-e56eab758e3f,ef573509-37b7-4c93-8f53-12c39dff5564,43.6896869408,62b1d195-0233253e-7572-4b07-974b-901079cd01b7,1560 Yonge St,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d589"),-79.3953412919,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,9.68,ON,POS,Toronto,2019-06-15T18:09:00Z,,62b1d195-9d85-4ea1-9817-e56eab758e3f,3376df5b-f2e8-4e75-8739-20b59893eb9e,43.6881141183,62b1d195-06dfa7cd-6ef9-448d-9e9e-3ac72dc9284f,30 St Clair Ave W,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Shopping"]"
ObjectId("5db4f9fbbf2b03355cd0d590"),-79.3968440941,CA,5814,TIM HORTONS #958 _F,CreditCardTransaction,Tim Hortons,4.51,ON,POS,Toronto,2019-06-08T12:54:00Z,V2L 4S8,62b1d195-9d85-4ea1-9817-e56eab758e3f,19211d61-4e6a-4ed3-8a17-3b9acf2318ac,43.687254352,62b1d195-0ab63960-defb-478e-b78c-897fd96b9013,55 St Clair Ave W,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Food and Dining"]"
ObjectId("5db4f9fbbf2b03355cd0d591"),-79.3943013392,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,8.30,ON,POS,Toronto,2019-04-24T18:51:00Z,,62b1d195-9d85-4ea1-9817-e56eab758e3f,c6296d7c-73bb-4530-b50a-ede81e30e89c,43.6892313236,62b1d195-0c598fa7-fbb8-4eb6-9c02-45fd0bb748b7,1501 Yonge St,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Shopping"]"
ObjectId("5db4f9fbbf2b03355cd0d596"),-79.3953996426,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,8.55,ON,POS,Toronto,2019-08-03T17:17:00Z,,62b1d195-9d85-4ea1-9817-e56eab758e3f,f5a09d09-c05d-484d-8e38-6c2d60d8efe3,43.6892069951,62b1d195-11f2a35f-fd21-4216-9086-af7a4667d2c4,20 Delisle Ave,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Shopping"]"
ObjectId("5db4f9fbbf2b03355cd0d5e6"),-79.4079824719,CA,5541,PETROCAN #89889,CreditCardTransaction,Petro-Canada,35.24,ON,POS,Toronto,2019-09-04T18:24:00Z,M5P 2K9,62b1d195-9d85-4ea1-9817-e56eab758e3f,b5af04eb-267c-44d2-a87d-310d601a2c3a,43.7044564159,62b1d195-4b5952e6-f54d-4ba5-9e1a-669dea39212a,1021 Avenue Rd,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Auto and Transport"]"
ObjectId("5db4f9fbbf2b03355cd0d605"),-79.3880580109,CA,5541,PETROCAN #58994,CreditCardTransaction,Petro-Canada,35.28,ON,POS,Toronto,2019-05-07T14:03:00Z,M4S 2M2,62b1d195-9d85-4ea1-9817-e56eab758e3f,ac9c1c93-ec54-4990-b678-8797eb4f800c,43.7021799458,62b1d195-5b1ffabe-a0eb-41e6-8a36-8db27769eb2f,536 Mount Pleasant Rd,3a5579a8-c78b-44f5-bc74-85ee30de51f7,"["Auto and Transport"]"
ObjectId("5db4f9fcbf2b03355cd0d6ef"),,,5814,TIM HORTONS #824 _F,DepositAccountTransaction,Tim Hortons,4.58,,,,2019-07-19T12:30:00Z,,ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,b5dbc17c-cb03-448f-80ef-3473d070c315,,ccc9f083-00ac9cc1-a626-405b-a98b-b8aa5bcf6a13,,09ae4272-db34-4caa-9bb5-c15dbf5e6e82,"["Food and Dining"]"
ObjectId("5db4f9fcbf2b03355cd0d6f7"),,,5814,TIM HORTONS #005 _F,DepositAccountTransaction,Tim Hortons,4.50,,,,2019-06-26T19:20:00Z,,ccc9f083-0bc6-430c-b9b9-c4f3d091e70c,2ff52f1d-aedb-46e5-8f93-b9090d1ca34c,,ccc9f083-0594d920-f772-42b2-8d11-05493f3351bb,,09ae4272-db34-4caa-9bb5-c15dbf5e6e82,"["Food and Dining"]"
ObjectId("5db4f9fcbf2b03355cd0d79e"),-79.5378326764,CA,5814,STARBUCKS #17624,CreditCardTransaction,Starbucks,4.67,ON,POS,Etobicoke,2019-04-04T18:10:00Z,M9B 1B2,91fbbaee-c79f-4718-ae18-d0a16c30390b,06886a52-896c-4b9f-a34d-437a757b4f95,43.6381510032,91fbbaee-005b997b-2f14-4464-a82b-9bb533a12f5f,5251 Dundas St W,4a2ac901-3e8b-4bab-badc-9bb40c2ed07f,"["Food and Dining"]"
ObjectId("5db4f9fcbf2b03355cd0d7a1"),-79.5389363074,CA,5814,TIM HORTONS #949 _F,CreditCardTransaction,Tim Hortons,4.55,ON,POS,Etobicoke,2019-10-11T15:31:00Z,M9B 1A9,91fbbaee-c79f-4718-ae18-d0a16c30390b,d747c605-9900-4f14-9eee-69a9d605a8fa,43.6383697642,91fbbaee-0525d6b0-1f6b-47a9-a0b0-a6c8265132f7,5250 Dundas St W,4a2ac901-3e8b-4bab-badc-9bb40c2ed07f,"["Food and Dining"]"
ObjectId("5db4f9fcbf2b03355cd0d7a3"),-79.5381323935,CA,5814,STARBUCKS #4608,CreditCardTransaction,Starbucks,4.44,ON,POS,Etobicoke,2019-08-17T12:01:00Z,M9B 1A8,91fbbaee-c79f-4718-ae18-d0a16c30390b,ceb42bc2-f8e5-47ce-89d8-535c146ad821,43.6402698689,91fbbaee-07a9bb84-adaf-4056-ae38-6a54487e403f,5230 Dundas St W,4a2ac901-3e8b-4bab-badc-9bb40c2ed07f,"["Food and Dining"]"
ObjectId("5db4f9fcbf2b03355cd0d7e3"),-79.5129587273,CA,5541,PETROCAN #99899,CreditCardTransaction,Petro-Canada,35.90,ON,POS,Etobicoke,2019-06-06T13:36:00Z,M8X 1Y6,91fbbaee-c79f-4718-ae18-d0a16c30390b,22c3bbc3-fad1-4a14-86b6-e710fe26fa45,43.6599239011,91fbbaee-59f78161-513c-4d3d-8878-851fc6e6a16e,4230 Dundas St W,4a2ac901-3e8b-4bab-badc-9bb40c2ed07f,"["Auto and Transport"]"
ObjectId("5db4f9fdbf2b03355cd0d94f"),,,5200,CDN TIRE STORE #85939,DepositAccountTransaction,Canadian Tire,101.62,,,,2019-10-18T00:00:00.002Z,,9e4659bc-504d-4b27-af26-5238130042a5,5fb8531b-3b99-46f1-b38d-e565938dba20,,9e4659bc-b9b359e5-2fc4-4666-b60b-eff25337d4c8,,d9558ed5-680c-438b-b84e-b987b8fd7f2d,"["Home"]"
ObjectId("5db4f9fdbf2b03355cd0d9a0"),-79.520962653,CA,5541,PETROCAN #09749,CreditCardTransaction,Petro-Canada,34.30,ON,POS,Etobicoke,2019-09-17T17:16:00Z,M9P 2T5,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,bdf001c2-7599-443f-acc6-e3f9b6db22d0,43.6956847507,9e8f0e7b-00efd240-b3a5-410b-a196-4d8498bb4b51,724 Scarlett Rd,9f152d97-05bd-4cb3-87f3-fae4f6432e73,"["Auto and Transport"]"
ObjectId("5db4f9fdbf2b03355cd0d9a1"),-79.5334754386,CA,5814,STARBUCKS #23244,CreditCardTransaction,Starbucks,4.52,ON,POS,Etobicoke,2019-05-30T19:23:00Z,M9P 3C3,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,87f86b72-2eae-4488-9ecc-9604b3fac9ad,43.6964075412,9e8f0e7b-01790b02-1fd7-415d-8f00-91614c3aaad4,1564 Royal York Rd,9f152d97-05bd-4cb3-87f3-fae4f6432e73,"["Food and Dining"]"
ObjectId("5db4f9fdbf2b03355cd0d9c3"),-79.5371437274,CA,5541,PETROCAN #68987,CreditCardTransaction,Petro-Canada,34.80,ON,POS,North York,2019-10-13T09:59:00Z,M9M 2R8,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,ac9d5e14-949e-4681-801c-ef49d50149bb,43.7200363331,9e8f0e7b-256bfe8f-a2ca-4718-a39b-97bcfdadd5f2,2821 Weston Rd,9f152d97-05bd-4cb3-87f3-fae4f6432e73,"["Auto and Transport"]"
ObjectId("5db4f9fdbf2b03355cd0da59"),-79.5065786642,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,13.68,ON,POS,York,2019-04-13T08:30:00Z,,9e8f0e7b-7acd-4d93-80a9-0e8b7382ef32,cd0fbe10-27a1-4f6d-babf-e72858d970df,43.6779530058,9e8f0e7b-9bb40fb6-5c05-42d7-a6bc-0c3975f4608a,271A Scarlett Rd,9f152d97-05bd-4cb3-87f3-fae4f6432e73,"["Shopping"]"
ObjectId("5db4f9febf2b03355cd0db89"),,,5814,TIM HORTONS #692 _F,DepositAccountTransaction,Tim Hortons,4.50,,,,2019-08-08T12:27:00Z,,f6c82b7f-c364-4495-aca8-73ad5de3e50d,787a8403-5c70-4ad3-b13a-9391540e7560,,f6c82b7f-0afe3693-a4f0-4d36-b617-93db9e11f137,,3138f589-45c9-40a3-aac2-b69e0d860d58,"["Food and Dining"]"
ObjectId("5db4f9febf2b03355cd0db8b"),,,5814,MCDONALD'S #40269 QPS,DepositAccountTransaction,McDonald's,4.45,,,,2019-10-18T17:15:00Z,,f6c82b7f-c364-4495-aca8-73ad5de3e50d,a7c25023-35a3-4f3b-b3df-ce19e9bb4a35,,f6c82b7f-0d826ad7-dafb-4d65-a06e-ffd5f87ac2fe,,3138f589-45c9-40a3-aac2-b69e0d860d58,"["Food and Dining"]"
ObjectId("5db4f9febf2b03355cd0dbd2"),,,5651,WINNERS 938,DepositAccountTransaction,Winners,92.76,,,,2019-10-09T11:08:00Z,,f6c82b7f-c364-4495-aca8-73ad5de3e50d,a325d7b9-41d7-4f9b-9680-bb47ac4cae55,,f6c82b7f-8ecafc33-a445-49a9-9555-65fe47659cea,,3138f589-45c9-40a3-aac2-b69e0d860d58,"["Shopping"]"
ObjectId("5db4f9ffbf2b03355cd0dc16"),-79.2997757196,CA,5814,TIM HORTONS #180 _F,CreditCardTransaction,Tim Hortons,4.31,ON,POS,Toronto,2019-05-15T13:41:00Z,M4L 1J3,18342474-2547-40e6-b50f-ff451b985014,f0d5bd6a-6365-43de-8dea-02f5af26abd3,43.6702958101,18342474-01caf831-057f-4130-802a-f7826ea35485,2002 Queen St E,32abdc10-4b19-4a32-b52f-bdefb3d75647,"["Food and Dining"]"
ObjectId("5db4f9ffbf2b03355cd0dcd9"),-79.4407014807,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,18.97,ON,POS,York,2019-08-02T10:04:00Z,,4bb91116-188a-4c8e-b513-799cfcacb5a4,25c6c245-797e-4220-8e6a-ed5d808aa6d1,43.6975181544,4bb91116-0507afbc-236d-4d48-bc45-de437827c5c6,1531 Eglinton Ave W,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Shopping"]"
ObjectId("5db4f9ffbf2b03355cd0dcda"),-79.4280011378,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,11.94,ON,POS,Toronto,2019-08-31T17:22:00Z,,4bb91116-188a-4c8e-b513-799cfcacb5a4,8f7e4764-ade1-4cbb-961e-cbb9685d5ad8,43.7007596492,4bb91116-051d926c-0bf7-473a-ba9c-563687e6561c,912 Eglinton Ave W,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Shopping"]"
ObjectId("5db4f9ffbf2b03355cd0dce3"),-79.4529210217,CA,5541,PETROCAN #97500,CreditCardTransaction,Petro-Canada,34.49,ON,POS,North York,2019-05-15T11:40:00Z,M6B 3S5,4bb91116-188a-4c8e-b513-799cfcacb5a4,ee8feffa-059f-46ed-97af-02fe94cfbd0d,43.7072936025,4bb91116-09030915-c561-4e2c-b3f5-fe3ecd9b5f27,2863 Dufferin St,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Auto and Transport"]"
ObjectId("5db4f9ffbf2b03355cd0dce4"),-79.4310977159,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,24.09,ON,POS,York,2019-09-20T17:34:00Z,,4bb91116-188a-4c8e-b513-799cfcacb5a4,58204234-013e-4545-a066-cd66fb85e81c,43.6995758797,4bb91116-09245e45-9f4c-40c5-bd8e-7596b3ea8e06,995 Eglinton Ave W,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Shopping"]"
ObjectId("5db4f9ffbf2b03355cd0dcf0"),-79.4118927628,CA,5814,STARBUCKS #4226,CreditCardTransaction,Starbucks,4.52,ON,POS,Toronto,2019-08-09T08:02:00Z,M5N 1A5,4bb91116-188a-4c8e-b513-799cfcacb5a4,638d6653-862c-4f49-88ac-34e238cdefe0,43.7041633637,4bb91116-15f6e82c-8966-4d0d-9dc5-bcae933b78dc,444 Eglinton Ave W,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Food and Dining"]"
ObjectId("5db4f9ffbf2b03355cd0dd0d"),,,5713,CDN TIRE STORE #71899,DepositAccountTransaction,Canadian Tire,608.81,,,,2019-06-18T00:00:00.001Z,,4bb91116-188a-4c8e-b513-799cfcacb5a4,501871b8-7f5c-426a-b156-6d90cc364314,,4bb91116-2750706d-19b7-4dff-a1e4-82a7d0fb9ef3,,f04938de-da69-4aa1-855c-aedaac7662c7,"["Home"]"
ObjectId("5db4f9ffbf2b03355cd0dd46"),,,5718,CDN TIRE STORE #98048,DepositAccountTransaction,Canadian Tire,423.84,,,,2019-07-05T00:00:00.001Z,,4bb91116-188a-4c8e-b513-799cfcacb5a4,585daf6b-d852-4890-83e6-22b711ea4ca7,,4bb91116-483e5e1b-d68c-4b78-96c8-0cbef1fe0c43,,f04938de-da69-4aa1-855c-aedaac7662c7,"["Home"]"
ObjectId("5db4f9ffbf2b03355cd0ddad"),-79.4467684241,CA,5541,PETROCAN #29309,CreditCardTransaction,Petro-Canada,34.65,ON,POS,North York,2019-09-24T08:35:00Z,M6A 1B4,4bb91116-188a-4c8e-b513-799cfcacb5a4,08541262-1dcf-4f24-b2dd-c31f7bce0d91,43.7152449674,4bb91116-8d048c52-7819-459a-8260-a14101daabea,695 Lawrence Ave W,8baadffa-32e6-4926-93cc-ed6381c3d3dc,"["Auto and Transport"]"
ObjectId("5db4fa00bf2b03355cd0de46"),-79.3931859731,CA,5814,STARBUCKS #22078,CreditCardTransaction,Starbucks,4.25,ON,POS,Toronto,2019-06-14T17:23:00Z,M5V 3Y5,881d84fa-6460-4534-91f5-a0430bc5d808,9b045809-e621-451f-b0d1-83f2cca46b70,43.6398067882,881d84fa-09354d72-ed1b-4285-a259-2b7d009dd4b0,2E Spadina Ave,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0de47"),-79.3924491801,CA,5814,STARBUCKS #22368,CreditCardTransaction,Starbucks,4.17,ON,POS,Toronto,2019-07-18T08:22:00Z,M5V 2Z2,881d84fa-6460-4534-91f5-a0430bc5d808,7c581ec2-5ef8-44db-9c51-5ca17e862cf9,43.637836119,881d84fa-0bba5d06-bfdb-48cd-9dae-aaeb2447e67d,10 Lower Spadina Ave,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0de4b"),-79.393171217,CA,5814,SUBWAY #89988,CreditCardTransaction,Subway,4.22,ON,POS,Toronto,2019-07-11T19:27:00Z,,881d84fa-6460-4534-91f5-a0430bc5d808,477aae91-0fb0-40b0-823c-7eea835a0f5a,43.6427505687,881d84fa-0ddaf8fb-e318-497b-9347-6035040f9413,393 Front St W,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0de5d"),-79.3862570672,CA,5812,HARVEYS 0001588 QPS,CreditCardTransaction,Harvey's,113.46,ON,POS,Toronto,2019-09-16T15:40:00Z,M5J 1B5,881d84fa-6460-4534-91f5-a0430bc5d808,31479594-d400-4455-b821-a0d8503a9e0c,43.6393120261,881d84fa-2167afeb-db30-4d9a-a58c-6b55bc1ae84f,266 Queens Quay W,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0de6b"),-79.3877064317,CA,5812,BOSTON PIZZA 6984,CreditCardTransaction,Boston Pizza,106.32,ON,POS,Toronto,2019-05-13T19:12:00Z,M5V 3G5,881d84fa-6460-4534-91f5-a0430bc5d808,44198277-8dad-4bc1-817a-502022adfa38,43.6444264922,881d84fa-2ebeac2e-f638-4001-ba4e-4f36af0fcada,250 Front St W,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0dece"),-79.3808713072,CA,5921,LCBO #677,CreditCardTransaction,LCBO,34.87,ON,POS,Toronto,2019-05-15T16:08:00Z,M5J 0A3,881d84fa-6460-4534-91f5-a0430bc5d808,705f08ed-dfbb-4751-b653-51e55452ea52,43.6423478316,881d84fa-98b5096c-31c4-4b95-a187-bd7a3856a05f,15 York St,297de213-4be3-4655-b2c6-253f809f2fbc,"["Food and Dining"]"
ObjectId("5db4fa00bf2b03355cd0dffc"),,,5261,CDN TIRE STORE #49998,DepositAccountTransaction,Canadian Tire,401.32,,,,2019-10-01T00:00:00.005Z,,ec483206-47b6-47b6-8f5f-d04287eeadcd,cd1f0340-d49c-4a76-84f1-70456cf4223f,,ec483206-bbaec520-763e-4027-ad6f-15cf3601daf2,,a08f0a61-d987-4ba6-9f66-36fc7eb855e3,"["Home"]"
ObjectId("5db4fa00bf2b03355cd0e00e"),,,5713,CDN TIRE STORE #85128,DepositAccountTransaction,Canadian Tire,605.78,,,,2019-07-03T00:00:00.006Z,,ec483206-47b6-47b6-8f5f-d04287eeadcd,24b874de-a6fd-487a-9514-98afaa5ce01a,,ec483206-cbfc0269-0476-4940-a4a4-b3aa48cc194b,,a08f0a61-d987-4ba6-9f66-36fc7eb855e3,"["Home"]"
ObjectId("5db4fa01bf2b03355cd0e03c"),-79.259092429,CA,5814,TIM HORTONS #821 _F,CreditCardTransaction,Tim Hortons,4.45,ON,POS,Scarborough,2019-06-29T08:35:00Z,M1K 1M2,1fdf625e-9602-4864-8e8d-128de11bd5ba,5a6fdac5-e9b6-405d-8456-1e1f7c20440c,43.717333329,1fdf625e-00aacc1b-ea6a-42ae-bef7-654b46709cb7,3566 St Clair Ave E,64a7242a-0565-4292-81db-b88a1f6f7a7e,"["Food and Dining"]"
ObjectId("5db4fa01bf2b03355cd0e0b0"),-79.3424058176,CA,5814,STARBUCKS #4718,CreditCardTransaction,Starbucks,4.42,ON,POS,Toronto,2019-08-21T08:23:00Z,M4M 1J5,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,82959458-f81b-46dd-96dd-c83592f019f1,43.6607119536,5aac0493-006a8bf7-8dfc-46b6-b23c-4fd3bfbcae75,908 Queen St E,8da69688-6c37-4503-b9f2-470fb493ca73,"["Food and Dining"]"
ObjectId("5db4fa01bf2b03355cd0e0b2"),-79.3412866643,CA,5921,LCBO #11,CreditCardTransaction,LCBO,31.89,ON,POS,Toronto,2019-04-12T09:48:00Z,M4M 1Z2,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,c0604a1e-7e51-4957-bc19-f54908c171bc,43.668209856,5aac0493-01a7939d-1d25-42c1-a42f-65eb32de2a6c,932 Gerrard St E,8da69688-6c37-4503-b9f2-470fb493ca73,"["Food and Dining"]"
ObjectId("5db4fa01bf2b03355cd0e0b3"),-79.3340421873,CA,5814,TIM HORTONS #881 _F,CreditCardTransaction,Tim Hortons,4.46,ON,POS,Toronto,2019-05-03T18:12:00Z,M4M 1B4,5aac0493-7bc4-43dc-b233-6cb09e15a8ce,b6d012ec-d201-4247-9248-a62ee6511dd1,43.6539451496,5aac0493-027f82b7-bcf2-4995-8106-a6422fe38e8d,500 Commissioners St,8da69688-6c37-4503-b9f2-470fb493ca73,"["Food and Dining"]"
